image,ground_truth,prediction,cer
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/19.jpg,"là một khẳng định để anh và các đồng nghiệp, người thân tin rằng các","là những định đã mở ra các động nguyện, người chôn lên rộng ra",0.35294117647058826
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/20.jpg,anh không đơn độc trong việc theo đuổi niềm tin về lẽ phải của mình.,anh không dân Đà lòng việc thay điểm giảm tín từ lý kịp mà mình,0.39705882352941174
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/21.jpg,"Lại nữa, khi thanh tra đã xác định sai phạm sao không xử lý mà để "" ngâm ""","Lại mưa, khi thành tạo dãi xác định sự phồm sự không xử lý mà ít người",0.2702702702702703
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/22.jpg,lâu ngày đến vậy? Tôi không phải là người trong lĩnh vực chuyên môn nhưng,"lên ngày cận vậy? Về khám, phải là người xong lính trực chuyện mâm mường",0.2876712328767123
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/23.jpg,có thể hình dung công trình đường liên cảng A5 chắc là nhằm phục vụ hoạt động của,"có thể hình dung ông như điên bản lấy A5 chắc không phải vụ hoại động viên,",0.35802469135802467
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/24.jpg,các nhà đầu tư trong Khu chế xuất Tân Thuận. Vậy thì khi không khắc phục ngay,cả 6 nhà đầu tư trong khu địa cấu tầm Tân Phương. Với tư thấp khẩu khối phức nguy,0.38961038961038963
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/25.jpg,"mà còn để con đường xuống cấp thê thảm, có phải là góp thêm phần","mà còn dễ có đứa trong xã, cộng với nhân, có phải gặp thiếu người",0.546875
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/26.jpg,"làm xấu đi môi trường đầu tư của thành phố hay không, và cũng",bán xã / tỉnh mà tuyến đều đều của Châu Phú ở huy không 1 nữ vùng,0.5737704918032787
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/27.jpg,đồng nghĩa với việc mất đi bao nhiêu cơ hội làm việc và cải thiện cuộc sống,tùy nghĩa và việc mà ít bao nhiêu vợ chồi bán việc và cả thiện vụ của,0.3466666666666667
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/28.jpg,của người lao động - đồng bào - hay không?,của người lao động - đồng bộ - hộ nghèo).,0.23809523809523808
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/29.jpg,"Chúng ta "" hoan nghênh và biểu dương những việc làm tốt của công nhân",Chúng tôi có buồn nghiêm và tiêu chuẩn chuyên nhưng việc làm lại của công nhân,0.391304347826087
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/30.jpg,"xây dựng trong việc thông tin, phản ánh sai phạm của công trình đường","xây dựng băng với "" đi mỗi xóm phồn cả gái phạm của công trình đường",0.3188405797101449
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/31.jpg,"liên cảng A5 "", nhưng chắc là không có hình thức hoan nghênh và biểu","Hơn vòng 45 "", nhưng thất bại không có hình thành người vì chính",0.4117647058823529
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/32.jpg,dương nào thiết thực hơn đối với anh Đại và những đồng nghiệp là xử lý ngay,"đường Chi cũ hơn vải anh Đại vứt mâm, đá, nghép, kẹt, sắt, ống, ing,",0.6133333333333333
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/33.jpg,những sai phạm (đã rõ mười mươi) và có biện pháp hữu hiệu khắc phục,những dòng tham (đã có muốn mua) và có liên phòng hiện biến khối phục,0.40298507462686567
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/34.jpg,những sai phạm đó. Có như vậy niềm tin vào lẽ phải mới được khôi phục,"những bài làm "" đỏ "" có như vậy muốn gìn văn "" cứ phê trấn "" để khẳng định",0.5797101449275363
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/35.jpg,và người dân sẽ không còn phải đặt cược cho niềm tin của mình.,cả người dân sẽ không còn nhà đợi được cho cuối kinh doanh,0.3225806451612903
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/36.jpg,Phải là một câu chuyện đàng hoàng! Nhóm công nhân dũng cảm ấy gồm,Phân tắc này còn chuyện không không? Kham công nhận chứng làm ý góp,0.4461538461538462
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/37.jpg,20 người vậy mà hầu như nay đã lang bạt hết. Chỉ còn anh Đại và bốn,20 người Vũng Mã hầu như nạn chế lây hại hết. Chỉ 1 mình Đại vấn hết,0.3880597014925373
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/38.jpg,"người khác. Thân phận, cuộc sống của họ là bi đát, và điều mỉa mai cũng","người NH3. Thân phận, luật ngày càng họ đi tiếp và đấu mưa ngoài cũng",0.4084507042253521
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/39.jpg,"như làm chạnh lòng tôi là có phải họ đã xả thân vì đại nghĩa để rồi gia đình,",như làm chai lòng bình phí họ đã xả thân vì khi người dân đi vào ý tư thì,0.44155844155844154
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/40.jpg,"vợ con ly tán, thất nghiệp, lâm vào cảnh đời tan nát như thế sao! Vì sao họ","vợ con bố lớn thấy ngượng, lặn vào cảnh đầu banh như thế nào. Vì họ",0.3466666666666667
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/41.jpg,"đã làm điều đó? Ba năm trôi qua, chắc hẳn đã hàng trăm, ngàn lần","để bán được được Bạc nậu tận nạn, Chốc Hải đã hỏng trêm nguyện khi",0.53125
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/42.jpg,"câu hỏi đó tự đến với họ hoặc đến từ người thân, bạn bè đi kèm sự chua","căn hẳn do lũ cầu "" đo hoàn tất "" vì người tháng bám bốt dự kiến sẽ chôn",0.5571428571428572
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/43.jpg,"chát, ngậm ngùi.","chơi, ngôn ngữ.",0.375
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/44.jpg,"Và hôm nay, chúng ta cũng cần hỏi câu hỏi này với chính mình.","và bám này, chúng ta cũng còn hồi sẵn hằng véc chiều mới nhìn.",0.39344262295081966
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/1.jpg,Thứ trưởng Bộ Tài nguyên & môi trường Đặng Hùng Võ tâm đắc với,Thứ trưởng Bộ Tài nguyên và môi trường Đặng Hùng Võ đã đề xuất,0.1774193548387097
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/2.jpg,"cơ chế "" khuyến khích nhà đầu tư thỏa thuận với người sử dụng đất để nhận","có thể "" khuyến khích nhà đầu tư thỏa thuận với người sử đất để nhận",0.1095890410958904
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/3.jpg,"chuyển nhượng hoặc thuê quyền sử dụng đất, nhận góp vốn bằng quyền sử","chuyển những hoặc thực quyền sử dụng đất, nhận góp vốn bằng quyền sử",0.057971014492753624
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/4.jpg,"dụng đất... "" Nhưng tại hội nghị hôm qua, tiếng nói từ các sở tài nguyên","dung đất... "" Nhưng tại hội nghị hôm qua, tiếng nói từ các sở tài nguyên",0.013888888888888888
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/5.jpg,"& môi trường lại đều đồng thanh "" loại bỏ "" điều khoản này ra khỏi dự thảo.","và môi trường lạnh tiên hành "" toạ bố "" điều khiến người nói chối đi thảo.",0.38666666666666666
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/6.jpg,Giám đốc Sở Tài nguyên & môi trường Hải Phòng Chu Minh Tuấn cho,giám đốc Sở Tài nguyên và môi trường Hải Phòng Chương Minh Tuấn cho,0.1111111111111111
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/7.jpg,"biết thành phố cảng từng áp dụng cơ chế "" thỏa thuận "" trong một số","biết thành phố cảng đứng ở dựng cơ chế "" đoá thuận "" trong một số",0.13432835820895522
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/8.jpg,"rất ít trường hợp, vậy mà đã gây phản ứng theo kiểu dây chuyền khá","rất ít trường hợp, vậy mà đã gây phản ứng với Theo kiểu đầy chuyện thì",0.15151515151515152
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/9.jpg,"mạnh : anh này nhận tiền rồi quay lại đòi nữa, anh kia thỏa thuận","mạnh : anh này nhận tiền rồi quay lại đòi nữa, anh lựa theo thuốc",0.09230769230769231
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/10.jpg,xong quay ra đòi thỏa thuận lại...,xong quay ra đòi thoă thuẫn lại...,0.08823529411764706
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/11.jpg,"Chưa kể để doanh nghiệp và người dân "" nói chuyện "" với nhau như","chưa kể để doanh nghiệp và người dân "" nói chuyện "" với nhau như",0.015625
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/12.jpg,"vậy, quyền của cơ quan quản lý nhà nước sẽ mất đi. "" Tôi cũng có suy","vậy, quyền của cơ quan quản lý nhà nước sẽ mất đi "". Tôi cũng có vụ",0.07352941176470588
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/13.jpg,"nghĩ như đồng chí "" Bỏ được qui định này đi thì tốt. Cùng một lúc chúng","nghề như đường chỉ "" Bỏ được qui định này đi thì tốt. Cũng một lúc chúng",0.07042253521126761
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/14.jpg,ta thực hiện hai cơ chế (vừa Nhà nước thực hiện thu hồi đất như cách,ta thực hiện hai cơ chế (vừa nhà nước thực hiện thu hồi đất nhị cách,0.029411764705882353
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/15.jpg,"làm lâu nay, vừa khuyến khích nhà đầu tư thỏa thuận với người sử dụng","làm nay, vừa khuyến khích các nhà đầu tư thỏa thuận với người sử dụng",0.11594202898550725
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/16.jpg,"đất) thì phức tạp - ông Trịnh Kiên Đĩnh, phó giám đốc Sở Tài","đất) thì phức tạp - ông Trịnh Kiên Đĩnh, phó giám đốc Sở Tài",0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/17.jpg,"nguyên - môi trường và nhà đất Hà Nội, lên tiếng.","nguyệt - mới được vụ nhà đã Hà Nội, lên tiếng.",0.22448979591836735
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/18.jpg,"Bảo vệ lập trường của cơ quan soạn thảo, Thứ trưởng Đặng Hùng Võ khẳng định","Báo Về Lập Thường Của Cơ quan Hải đạo, Thứ trưởng Đặng Hùng Võ khẳng định",0.2
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/19.jpg,""" trường hợp nhà đầu tư có nhu cầu thỏa thuận với người đang sử dụng đất, chúng",""" trường hợp nhà đầu tư có nhu cầu thỏa thuận với người đang nở dựng đất, chứng",0.05063291139240506
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/20.jpg,"ta cần khuyến khích vì Nhà nước chẳng mất cái gì cả "". Ông Võ "" kêu gọi "" :","ta cần khuyến khích từ Nhà nước chăng mất cơi gì cả "". Ông Võ "" kiêu gỗ "" :",0.09333333333333334
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/21.jpg,"chúng ta cần thay đổi trong quan điểm, không nên để hệ thống hành chính","chúng ta cần thay đổi trong quan điểm, không nên để hệ thống hành chính",0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/22.jpg,"ôm về mình nhiều quá, bởi ôm càng nhiều thì sai càng nhiều. Bộ trưởng Mai","Ôm về mình khiêu quả, bởi ôm căng nhiều thì sai căng nhiều. Bộ trưởng Mai",0.0821917808219178
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/23.jpg,Ái Trực tiếp lời : Các nước đều áp dụng cơ chế tự thỏa thuận khi thu hồi,Ái Trực tiếp lại : Các nước đều ép dụng có chủ tư thoại thông khí thu hồi,0.16666666666666666
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/24.jpg,đất.,đạt.,0.25
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/25.jpg,"Ngay cả trường hợp ta không qui định, người dân và doanh nghiệp vẫn thực hiện","Ngay cả trường hợp ta không qui định, người dân và doanh nghiệp vẫn thực hiện",0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/26.jpg,"cơ chế này. "" Nếu cứ dùng quyền lực hành chính nhà nước với mô hình khuôn","cơ chế này. "" Nếu cứ dùng quyền lực hành chính nhà nước với mô hình khóm",0.0410958904109589
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/27.jpg,"cứng, người dân sẽ kêu "" - ông Trực nói. Chuyện "" bố "" - "" con "". Phó giám đốc","cũng, người dân sẽ kêu "" ông Trực nói. Chiếm "" bố "" - "" con "". Phó Giám đốc",0.10256410256410256
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/28.jpg,Sở Tài nguyên - môi trường & nhà đất Hà Nội Trịnh Kiên Đĩnh đề nghị : thẩm,Sở Tài nguyên - môi trường & nhà đầu tư Nội Thành Kiên Giang đề nghị điều tra ngành : thẩm,0.33783783783783783
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/29.jpg,"quyền thu hồi đất, giao đất phải được thể hiện theo tinh thần "" ông bố bao trùm","quyền hạn lợi đất, giao đất phải được thảo luận theo tinh thần "" song lối báo trầm",0.20253164556962025
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/30.jpg,"ông con "". Theo đó, UBND cấp tỉnh, thành phố được quyền thu hồi, giao đất","Đông còn "" theo đò, UBND cấp tỉnh, thành phố được quyền thu hồi, giao đất",0.0684931506849315
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/31.jpg,"thuộc thẩm quyền của UBND cấp quận, huyện (thay vì qui định như hiện nay,","thực thẩm quyền của UBND cấp quận, huyện (thay vì tù thứ hiện nay,",0.1643835616438356
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/32.jpg,""" ông bố "" muốn làm điều này phải thông báo cho "" ông con "" thực hiện, vừa nhiêu",""" ống bể "" nước sản đầy vậy phải thông báo cho "" ông con "" thực hiện, vừa nhiêu",0.175
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/33.jpg,khê vừa không thể hiện hướng đi cải cách thủ tục hành chính).,khó vừa không thể hiện hướng đi các cách thủ tục hành chính).,0.04918032786885246
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/34.jpg,"Lập tức Thứ trưởng Đặng Hùng Võ phản ứng : "" ông bố "" có quyền của "" ông bố "",","Lập tức Thứ trưởng Đặng Hùng Võ phân công : "" Ông bố có quyền của "" ông bố "",",0.07692307692307693
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/35.jpg,""" ông con "" có quyền của "" ông con "". Luật không cho phép "" ông bố "" làm thay "" ông",""" ông còn có quyền của "" ông con "". Lượt không cho phép "" ông bố "" làm thay "" ông",0.060240963855421686
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/36.jpg,"con "". Trường hợp nào làm thay là phạm luật, chỉ có điều hiện nay các "" ông","con "". Trường hợp nào làm thay là phạm luật, chỉ có điều kiện này sẽ công",0.09333333333333334
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/37.jpg,"con "" không dám kêu mà thôi!","còn "" không dám kiều mà thôi! "".",0.21428571428571427
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/1.jpg,KHÁI QUÁT VỀ BIỂN ĐẢO VIỆT NAM,KHÁI QUÁT VỀ BIỂN ĐẢO VIỆT NAM,0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/2.jpg,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam,0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/3.jpg,là một phần biển Đông.,là một phần biển Đông.,0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/4.jpg,"Bờ biển dài 3.260 km, từ Quảng Ninh đến Kiên Giang. Như vậy cứ 100 km2","Bờ biển dài 3.280 km, từ Quảng Ninh đến Kiên Giang. Nhờ vậy cứ 100 km2",0.02857142857142857
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/5.jpg,thì có 1 km bờ biển (trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).,thì có 1 km bờ biển (trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).,0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/6.jpg,"Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với","Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với",0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/7.jpg,diện tích trên 1 triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 /,liên tách trên 1 triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2),0.07352941176470588
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/8.jpg,330.000 km2),300.000 km2,0.16666666666666666
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/9.jpg,"Trong đó có 2 quần đảo Hoàng Sa, Trường Sa và 2.577 đảo lớn, nhỏ,","Trong đó có 2 quần đảo Hoàng Sa, 2 trường Sa và 2.577 đảo lớn, nhỏ,",0.046153846153846156
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/10.jpg,"gần và xa bờ, hợp thành phòng tuyến bảo vệ, kiểm soát và làm chủ","gần và xa bờ, hợp thành phòng tuyến bảo vệ, kiểm soát và làm chủ",0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/11.jpg,vùng biển.,một biển.,0.4
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/12.jpg,"Có vị trí chiến lược quan trọng : nối liền Thái Bình Dương với Ấn Độ Dương,","Cả vị trí chiến lược quan trọng : nối liền với hai Bình Dương với Ấn Độ Dương,",0.08
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/13.jpg,"châu Á với châu Âu, châu Úc với Trung Đông. Giao lưu quốc tế thuận","châu Á với châu Âu, châu Úc với Trung Đông. Giao lưu quốc tế thuận",0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/14.jpg,"lợi, phát triển ngành biển.","lời, phát triển ngành biển.",0.037037037037037035
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/15.jpg,Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát,Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát,0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/16.jpg,"triển, tồn tại tốt.","triển, tồn tại tốt.",0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/17.jpg,"Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm.","Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm.",0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/18.jpg,"Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng","Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng",0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/19.jpg,trực tiếp đến sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa,trực tiếp đến sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa,0.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/20.jpg,"xã hội, có liên quan trực tiếp đến sự phồn vinh của đất nước, đến văn","xã Hội, có liên quan trực tiếp đến sự phồn vinh của đất nước, đến văn",0.014492753623188406
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/21.jpg,minh và hạnh phúc của nhân dân.,mình và hạnh phúc của nhân dân.,0.03225806451612903
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/1.jpg,Chương trình hành động thực hiện Nghị quyết trung ương 9 - khóa,Chương trình hành động thực hiện Nghị quyết trung ương 9 - khóa,0.0
