image,ground_truth,prediction,cer
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/16.jpg,những căn chòi tạm bợ sống qua ngày. Ngẫm sao mà thương thế! Đáng lẽ phải được,"making some food for my grandma. I put some milk in the fridge, then I put the food in the fridge.",0.9615384615384616
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/17.jpg,tôn vinh thì trái lại những con người ấy đã bị đẩy xuống đáy cùng của cuộc,"In such a tense, I'm always on guard against a blow.",0.7837837837837838
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/18.jpg,"sống! Cũng may mà anh Đại đã thắng kiện, đó chắc là một niềm an ủi và","doing! can't may man's mouth on that thing, it's that's a man's can't on",0.6811594202898551
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/19.jpg,"là một khẳng định để anh và các đồng nghiệp, người thân tin rằng các","la' mhahin? dhinh dè? mha ma' ac' dòng nguyn, nguyn dhin tùn tòng ac'",0.5882352941176471
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/20.jpg,anh không đơn độc trong việc theo đuổi niềm tin về lẽ phải của mình.,amh hhmiy dan. Paz hmy wec i the dihmiy minin tan u'lih gha'i ma'min.,0.6617647058823529
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/21.jpg,"Lại nữa, khi thanh tra đã xác định sai phạm sao không xử lý mà để "" ngâm ""","Lau mua, như thành tác dẫn xác định sự phạm mỹ không xử lý mà cũng",0.35135135135135137
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/22.jpg,lâu ngày đến vậy? Tôi không phải là người trong lĩnh vực chuyên môn nhưng,bin yng yng din yng ? ran bhmng yng bha mngn mng linh nuc chmng mng mng,0.6027397260273972
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/23.jpg,có thể hình dung công trình đường liên cảng A5 chắc là nhằm phục vụ hoạt động của,"so, ""lui"" nhưng ông vui hơn đến khi A S chúc mình phục vụ hoài động.",0.5308641975308642
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/24.jpg,các nhà đầu tư trong Khu chế xuất Tân Thuận. Vậy thì khi không khắc phục ngay,"салчын дүнүн кур болгон дүн сүнүн ""Тонн Чынын"" үнүн чынын дүнүн ""Тонн Чынын"" үнүн чынум дүнүн ""Тонн Чынын"" үнүн чындын дүнүн ""Тонн Чынын"" үнүн дүнүн ""Тонн Чынын"" үнүн ""Тонн Чынын"" үнүн ""Тоннын"" үнүн ""Тоннын"" үнүн ""Тонын"" үнүн ""Тонын"" үнүн ""Тоннын"" үнүн ""Тонын"" үнүн ""Тоннын"" үнүн ""Тоның"" үнүн ""Тоннын"" үнүн ""Тоңнын"" үнүн ""Тоңнын"" үнүн ""тоңнын"" үнүн ""Тоңнын"" үнүн үнүн ""Тоңнын"" үнүн үнүн үнүн ""Тоңнын"" үнүн ""Тоңын"" үнүн ""Тоңын"" үнүн үнүн үнүн үнүн үнүн үнүрүн үнүн үнүн үнүн үнүн үүнүн үнүн үнүн үнүн үнүн ""Тоңнын""үнүн үнүн үнүн үнүн үнүр үнүн үнүн үнүн үнүн үнүүн үнүн үнүн үнүн үнүн үңүн үнүн үнүн үнүн үнүн үчүн үнүн үнүн үнүн үнүн үрүн үнүн үнүн үнүн үнүн ""тоңнын""үнүн үнүн үнүн үнүрүн үн үнүн үнүн үнүн үнүн үн үнүн үнүн үнүн үнүрүнүн үнүн үнүн үнүн үнүүрүнүн үнүн үнүн үнүн үүнүрүнүн үнүн үнүн үнүнүн үнүн үнүн үнүн үнүңүнүн үнүн үнүн үнүн үнүкүнүн үнүн үнүн үнүн үнүсүнүн үнүн үнүн үнүн үнүтүн үнүн үнүн үнүн үнүн үтүн үнүн үнүн үнүн үнүнүн үн үнүн үнүн үнүн үн үнүнүн үнүн үнүн үнүнүн үүнүн үнүн үнүн үнүрүнүнүн үнүн үнүн үнүн үн үн үнүн үнүн үнүн үнүнүнүн үнүн үнүн үнүн үүн үнүн үнүн үнүн үнүн үөнүн үнүн үнүн үнүн үнүнүрүнүн үнүн үнүн үнүрүнүрүнүн үнүн үнүн үнүкүнүнүн үнүн үнүн үнүн үчүнүн үнүн үнүн үнүн үнүдүн үнүн үнүн үнүн үнүн үндүн үнүн үнүн үнүн үнүн үдүн үнүн үнүн үнүн үнүнүдүн үнүн үнүн үнүн үн үнүдүн үнүн үнүн үнүнүн үнүдүн үнүн үнүн үн үнүдүн үчүн үнүн үнүн үнүн үндүн үчүн үнүн үнүн үнүн үчүн үчүн үнүн үнүн үнүн үүнүнүн үнүн үнүн үүнүн үнүрүнүн үнүн үнүнүн үүнүн үүнүн үнүн үүнүн үүнүн үүнүн үүнүн үнүн үнүн үүнүн үүнүн үүрүнүн үнүн үүнүн үүнүн үөнүн үүнүн үүнүн үүнүн үөнүн үөнүн үүнүн үүнүн үөнүн ү үнүн үүнүн үүнүн үүнүнүн үүнүн үүнүн үүнүнүрүнүн үүнүн үүнүн үүнүн Үүнүн үүнүн үүнүн үүнүн өнүн үүнүн үүнүн үүнүн ү үнүн үүнүн үүнүн ү үнүн ү үнүн үүнүн үүнүн ү өнүн үүнүн үүнүн ү үнүн ү өнүн үүнүн ү үнүн ү үнүн ү үнүн ү үнүн үүнүн ү үнүн ү үнүн ү өнүн ү үнүн ү үнүн ү үнүн ү өнүн үүнүн үүнүн үүнүн ұнүн ү үнүн ү үнүн ү үнүн ү ұнүн ү үнүн ү үнүн ү үнүрүнүн ү үнүн ү үнүн ү үнүнүн ү үнүн ү үнүн ү үнүн ұнүн ү үнүн ү үнүн ү ұнүнүн ү үнүн ү үнүн ү үнүрүүнүн ү үнүн ү үнүн ү үнүн өнүн ү үнүн ү үнүн ү үнүнүрүнүн ү үнүн ү үнүн ү үүнүн ү үнүн ү үнүн ү үнүр үнүн ү үнүн ү үнүн ү үнүнүүнүн ү үнүн ү үнүн ү үнүр өнүн ү үнүн ү үнүн ү үнүн өүнүн ү үнүн ү үнүн ү үнүнөнүн ү үнүн ү үнүн өнүн ү үүнүн ү үнүн өнүн ү үнүн өнүн ү үнүн өн үүнүн ү үнүн өнүн ү үнүн ү үүнүн өнүн ү үнүн өнүн ү үн үнүн өнүн ү үнүн өнүн ү үүнүн өнүн ү үнүн өүнүн ү үнүн өнүн ү үнүн өүнүн ү үүнүн өнүн ү үнүн өөнүн ү үнүн өөнүн ү үнүн өнүн ү үнүн өөнүн ү үүнүн өөнүн ү үнүн өөнүн үүнүн өөнүн ү үнүн өөнүүнүн ү үнүн өөнүн ү үнүн ө өнүн ү үнүн өөнүн ү үнүн ү үнүн өөнүн ү үнүн өүнүн ү үнүн өөнүн ү үнүн ү өөнүн ү үнүн өөнүн ү үнүрүнүн ү үнүн өөнүн ү үнүн ұнүн ү үнүн өөнүн ү үнүн ҳнүн ү үнүн өөнүн ү үнүн ҷнүн ү үнүн өөнүн ү үнүн ҵнүн ү үнүн өөнүн ү үнүн Ҷнүн ү үнүн өөнүн ү үнүн ҹнүн ү үнүн өөнүн ү үнүн Һнүн ү үнүн өөнүн ү үнүн һнүн ү үнүн өөнүн ү үнүн Ҹнүн ү үнүн өөнүн ү үнүн Ҽнүн ү үнүн өөнүн ү үнүн ҽнүн ү үнүн өөнүн ү үнүн ҿнүн ү үнүн өөнүн ү үнүн өӨнүн ү үнүн өөнүн ү үнүн өҹнүн ү үнүн өөнүн ү үнүн өһнүн ү үнүн өөнүн ү үнүн өңүнүн ү үнүн өһнүн ү үнүн өһнүн ү үнүн өңүнүн ү үнүн ү өһнүн ү үнүн өңүнүн ү үн үнүн өңүнүн ү үнүн өңүнүн ү үнүн ҷнүн ү үнүн өңүнүн ү үнүнүн өңүнүн ү үнүн ү өңүнүн ү үнүн ү өңүнүн үүнүн ү өңүнүн ү үнүн ү өңүүнүн ү үнүн ү өңүүнүн ү үүнүн ү өңүүнүн ү үнүн ү өңуүнүн ү үнүн ү өңүүнүн ү үндүн ү үнүн ү өңүүнүн ү үнүрүнүн ү үнүн ү өңүүнүн ү үдүн ү үнүн ү өңүүнүн ү үнүүн ү өңүүнүн ү үнүн ү өңүнүн ү үн үнүн ү өңүүнүн ү үнүн ү өнүн ү үнүн ү өңүүнүн ү үн үнүн ү өңүүнүнүн ү үнүн ү өңүүнүн ү үңүнүн ү өңүүнүн ү үнүн ү өн үнүн ү өңүүнүн ү үнүн ү үнүн ү өңүүнүн ү үн ҷнүн ү үнүн ү өңүүнүн ү үн өңүүнүн ү үнүн ү өңүүнүүн ү үнүн ү өңүүнүн ү үнүдүн ү үнүн ү өңүүнүн ү үн үүнүн ү өңүүнүн ү үнүн ү үн үнүн ү өңүүнүн үүнүн ү өңүүнүн ү үнүнүн ү өңүүнүн ү үнүн ү өүнүн ү үнүн ү өңүүнүн ү үінүн ү өңүүнүн ү үнүн ү өңүуүнүн ү үнүн ү өңүүнүн үүнүн ү өүнүн ү үнүн ү өңүүүнүн ү үнүн ү өңүүнүн үүүнүн ү өңүүнүн ү үнүн ү өөнүн ү үнүн ү өңүүнүн ү үнөнүн ү үнүн ү өңүүнүн ү үүрүнүн ү үнүн ү өңүүнүнүн ү үнүнүн ү өңүүнүнүн ү үнүнүүнүн ү үнүнүн ү өңүүнүүнүн ү үнүнүн ү өңүүүнүнүн ү үнүнүн ү өңүүүнүүнүн ү үнүнүн ү өңүуүнүн ү үнүнүн ү өңүүүнүрүн ү үнүнүн ү өңүүүнүнүрүн ү үнүнүн ү өңүүүрүнүн ү үнүнүн ү өңүүүрүнүрүн ү үнүнүн ү өңүүүүнүнүн ү үнүнүн ү өңүуүнүрүнүн ү үнүнүн ү өңүүүүнүн ү үнүнүн ү өңүүүүн ү үнүнүн ү өңүүүүнүн ҷнүн ү үнүнүн ү өңүүүүнүүнүн ү үнүнүн ү өңуүүнүнүн ү үнүнүн ү өңүүөнүнүн ү үнүнүн ү өңүүүн ү үнүнүн ү өңүүүнүнүүнүн ү үнүнүн ү өңүууүнүн ү үнүнүн ү өңүүүн үүнүн ү өңүүүнүнүн ү үнүүнүн ү өңүүүнүнүн ү үнүрүнүн ү үнүнүн ү өңүүнүн ҷнүн ү үнүнүн ү өнүнүн ү өңүүүнүнүн ү үн үнүнүн ү өңүүүнүнүн ү үүнүнүн ү өңүүүнүнүн ү үн өңүүүнүнүн ү үнүнүн ү өнүнүн ү өнүнүн ү өңүүүн ү үнүнүнүн ү өңүүүнүнүн ү үүрүнүн ү үнүнүн ү өңүүүнүтүн ү үнүнүн ү өңүүүнүнүтүн ү үнүнүн ү өңүүүүнүн ө үнүнүн ү өңүүүнүн ү үнүнүн ү өңүүүн ү өңүүүнүн ү үнүнүн ү үнүнүн ү өңүүүн ө үнүнүн ү өңүүүнүн ү өңүүүнүн ү үнүнүүн ү өңүүүнүн ү үнүнүнүн ү өңүүүнүүнүн ү үүнүнүн ү өңүүүн ү үнүнүн өңүүүнүн ү үнүнүн ү өңүуүн ү үнүнүн ү өңүүүнүн ү үнүүнүн ү өңүүүн ү үнүнүн ү үнүнүн ү өңуүүнүүнүн ү үнүнүн ү өңүөнүн ү үнүнүн ү өңүүүнүн ү өңүөнүн ү үнүнүнүн ү өңүүүн ү үнүнүүнүн ү өңүүүнүн ү үнүн ү өнүнүн ү өңүүүнүн ү үнүн ү үнүнүн ү өңүүүнүн ҷнүн ү үнүнүн ү үнүнүн ү өнүнүнүн ү үнүнүн ү өңүүүүн ҷнүн ү үнүнүн ү өңүүөнүн ү үнүнүн ү өңүүүн ү үүнүн ү өңүүүнүн ү үнүнүрүн ү үнүнүн ү өңүүөнүн ү ө үнүнүн ү өңүүүнүн ү үн үнүнүн ү өңүүүүнүн ү үн үнүнүн ү өңүуүнүн ү үнүүнүн ү өңүүүн ө үнүнүн ү үнүнүн ү өңүүүүүнүн ү үнүнүн ү өңүүөнүүнүн ү үнүнүн ү өңүүүүүүнүн ү үнүнүн ү өңүуүүнүн ү үнүнүн ү өңүүүүтүн ү үнүнүн ү өңүүүтүн ү үнүнүн ү өңүүүүтүнүн ү үнүнүн ү өңүүүтүн ү ҷнүн ү үнүнүн ү өңүүүтүнүн ү үнүнүн ү өңүуүүн ү үнүнүн ү өңүүүтүн үүнүн ү өңүүүтүн ү үнүнүүн ү өңүүүтүн ү үнүнүн ү үнүнүн ү өң үнүнүн ү үнүнүн ү өңүүүтүүнүн ү үнүнүн ү өңүүүтүтүн ү үнүнүн ү өңүүүтүтүтүн ү үнүнүн ү өңүүүүттүн ү үнүнүн ү өңүүүттүтүн ү үнүнүн ү өңүүүттүн ү үнүнүн ү өңүүөнүн ү ҷнүн ү үнүнүн ү өңүуүнүнүн ү үнүнүн ү өңүүүттүнүн ү үнүнүн ү өңүүүтттүн ү үнүнүн ү өңүүүтттүтүн ү үнүнүн ү өңүүүүүтүтүн ү үнүнүн ү өңүуүүнүнүн ү үнүнүн ү өңүууүүнүн ү үнүнүн ү өңүүүттөнүн ү үнүнүн ү өңүүүтөнүн ү үнүнүн ү өңүүүтүн ө үнүнүн ү өңүүүтүн ү үнүүнүн ү өңүүүтүн ү үнүнүрүн ү үнүнүн ү үнүнүн ү өңөнүнүн ү үнүнүн ү өңүүүтөн ү үнүнүн ү өңүүүтөнүнүн ү үнүнүн ү өңүүүүтөнүн ү үнүнүн ү өңүуүүнүрүн ү үнүнүн ү өңүүөтүн ү үнүнүн ү өңүүүтөнүрүн ү үнүнүн ү өңүүүтөнүүнүн ү үнүнүн ү өңүүөтүн ү ҷнүн ү үнүнүн ү өңуүүнүн ү үнүнүн ү өңүүүн ө ҷнүн ү үнүнүн ү өңүүүнүн ө үнүнүн ү өңүүүтүн ү ҷн үнүнүн ү өңүүүтүн ү үнүрүн ү үнүнүн ү өңүүүтүн ү өңүүүтүн ө үнүнүн ү үнүнүн ү өңуүүүнүн ү үнүнүн ү өңүүүтөүнүн ү үнүнүн ү өңүүүтөөнүн ү үнүнүн ү өңүүүтөөүнүн ү үнүнүн ү өңүүүтүөөнүн ү үнүнүн ү өңүүүтүөүнүн ү үнүнүн ү өңүүүттөрүн ү үнүнүн ү өңүүүттөрүүнүн ү үнүнүн ү өңүүүтөрүүнүн ү үнүнүн ү өңүүөн ү үнүнүн ү өңүүүтөрүүн ү үнүнүн ү өңүүүтөрүүүнүн ү үнүнүн ү өңүүүөнүн ү үнүнүн ү өңүүүтөрүөнүн ү үнүнүн ү өңүүүтөөрүн ү үнүнүн ү өңүүүтөрүөөрүн ү үнүнүн ү өңүүүтөрөөрүн ү үнүнүн ү өңүүүтөрөрүн ү үнүнүн ү өңүүүтөрөрөрүн ү үнүнүн ү өңүүүтөрөөнүн ү үнүнүн ү өңүүүтөрөрөрөрүн ү үнүнүн ү өңүүүтөөрөрөрүн ү үнүнүн ү өңүүүтүөөрөрөрүн ү үнүнүн ү өңүүүүтөөрөрөрүн ү үнүнүн ү өүүнүн ү үнүнүн ү өңүүүт ө үнүнүн ү өңүүүт ө үнүнүүн ү өңүүүт ө үнүнүн ү өңуүүнүн ү өңүүүт ө үнүнүн ү үнүнүн ү өңүүт ө үнүнүн ү өңүүүт ө үүнүн ү өңүүт ө үүнүн ү өңүүт ө үүн ү өңүүт ө үүнүн ү өңүүүт ө үүнүн ү өүүнүн ү өңүүт ө үүнүн ү өңуүүнүн ү өүүнүн ү өңүүт ө ү үнүнүн ү өңүүт ө үүнүн ү өң үүнүн ү өңүүт ө үүнүн ү өүүнүн ү өң үүнүн ү өңүүт өүүнүн ү өүүнүн ү өңүүт өүүнүн ү өү үүнүн ү өңүүт өүүнүн ү ө үүнүн ү өңүүт өүүнүн ү өңүүт өүүнүн ү үүнүн ү өңүүт өүүнүн ү ө өүүнүн ү өңүүт өүүнүн ү ҷнүн ү үнүнүн ү өң үүнүн ү өңүүт ө ө үүнүн ү өңүүт ө үүнүн ү үүнүн ү өңүүт ө үүнүн ү ө үүнүн ү өңүүт ө үүнүн ү ҷнүн ү үүнүн ү өңүүт ө үүн ү үүнүн ү өңүүт ө үүнүүн ү үүнүн ү өңүүт ө үүнүрүн ү үүнүн ү өңүүт ө үүнүдүн ү үүнүн ү өңүүт ө үүнүндүн ү үүнүн ү өңүүт ө үүнүтүн ү үүнүн ү өңүүт ө үүнүсүнүн ү үүнүн ү өңүүт ө үүсүнүн ү үүнүн ү өңүүт өүүсүнүн ү үүнүн ү өңүүт ө ө үүнүн ү үүнүн ү өңүүт ө ө ү үнүн ү өңүүт ө ө үүнүн ү өң үүнүн ү өңүүүт ө ө үүнүн ү өңүүт ө ө үүнүн ү ҷнүн ү өңүүт ө ө үүнүн ү өң өүүнүн ү ө үүнүн ү өңүүтөнүн ү үүнүн ү өңүүтөнүн ү үүн ү өңүүтөнүн ү үүнүн ү үүнүн ү өңүүтөнүнүн ү үүнүн ү өңүүтөнүүн ү үүнүн ү өңүүтөнүүнүн ү үүнүн ү өңүүтөнүрүн ү үүнүн ү өңүүтөнүрүүнүн ү үүнүн ү өңүүтөн ү үүнүн ү өңүүтөнүрүүүнүн ү үүнүн ү өңүүтөн ө үүнүн ү өңүүтөн ө үүнүнүн ү өңүүтөн ө үүнүн ү үүнүн ү өңүүтөн өүүнүн ү үүнүн ү өңүүтөнөнүүн ү үүнүн ү өңүүтөн ө үүүнүн ү өңүүтөн ө үүүнүнүн ү өңүүтөн ө үүүнүн ө үүүнүн ү өңүүтөн ө үү үүнүн ү өңүүтөн ө үүүнүүн ү өүүнүн ү өңүүтөн ө үүүнүүтөн ө үүүнүүтөн ө үүүтөн ө үүүнүүтөн ө үүүүтөн ө үүүтөн ө үүүтөн ө үүүтөн ү үүүтөн ө үүүтөн ө үүүтөөнүүтөн ө үүүтөөн ө үүүтөөн ө үүүтөөн өүүтөөн ө үүүтөөн ө үүүт өөнүүт өөнүүт өөнүүт өөнүт өөнүүт өөнүт өөнүт өөнүт өөнүт өөүт өөүт өөүт өөүт өөүт ө өөүт ө өөүт ө өөүт ө өөүт ү өөүт ө өөүт ө өөүт ө өөүт Өүүт ө өөүт Өүүт Өүүт Өүүт Өүүт Ө үүт Өүүт Өүүт Өүүт Ө өүт Өүт Өүт Өүт Өүт Өүт ӧүт Өүт ӧүт Өүт ӧүт ӧүт ӧүт ӧүт ӧүт Өүт ӧүт ӧүт Өүт ӧүт Өүт Өүт ӧүт ӧүт ӧүт Өүт Өүт ӧүт Өүт Өүт Өүт Өүт Ӧүт Өүт Өүт Өүт Өүт өүт Өүт Өүт Өүт Өүт ӫүт Өүт ӫүт ӫүт ӫүт ӫүт ӫүт Өүт ӫүт ӫүт Өүт ӫүт Өүт ӫүт Өүт Өүт ӫүт Өүт Өүт Өүт Өүт Ӫүт Өүт Өүт Өүт Өүт Ӱүт Өүт Өүт Өүт Өүт ӱүт Өүт Өүт Өүт Өүт Ӡүт Ӡүт Ӡүт Ӡүт Ӡүт Өүт Ӡүт Ӡүт Ӡүт Өүт Өүт Өүт Өүт ӟүт ӟүт ӟүт ӟүт ӟүт Ӡүт ӟүт ӟүт ӟүт ӟүт ӧүт ӟүт ӟүт ӟүт ӟүт Өүт ӟүт ӟүт ӟүт Өүт Өүт ӟүт ӟүт Өүт ӟүт Өүт ӟүт ӟүт Өүт Өүт Өүт Өүт ӣүт Өүт ӣүт Өүт ӣүт ӟүт ӟүт ӟүт ӟүт ӣүт ӟүт ӟүт ӟүт ӧүт ӧүт ӟүт ӟүт ӟүт ӧүт Өүт ӟүт ӟүт ӟүт ӧүт Ӡүт ӟүт ӟүт ӟүт ӧүт ӣүт ӟүт ӟүт ӟүт Ӡүт Ӡүт ӟүт ӟүт ӟүт Ӡүт ӧүт ӟүт ӟүт ӟүт Ӡүт Өүт ӟүт ӟүт ӟүт Ӡүт ӣүт ӟүт ӟүт ӟүт ӣүт ӧүт ӟүт ӟүт ӟүт ӣүт Ӡүт ӟүт ӟүт ӟүт ӣүт ӣүт ӟүт ӟүт ӟүт ӱт ӟүт ӟүт ӟүт ӟүт ӟ үт ӟүт ӟүт ӟүт ӟүт ӟӣүт ӟүт ӟүт ӟүт ӟүт ҟүт ӟүт ӟүт ӟүт ӟүт ҧүт ӟүт ӟүт ӟүт ӟүт ұүт ӱүт ӱүт ӱүт ӱүт ӱүт ұүт ӱүт ӱүт ӱүт ӟүт ӱүт ӱүт ӱүт ӱүт ӟүт ұүт ӱүт ӱүт ӟүт ӱүт ұүт ӱүт ӱүт ӟүт ӟүт ӱүт ӱүт ӱүт ӟүт ӟүт ұүт ӱүт ӟүт ӱүт ӱүт",130.94805194805195
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/25.jpg,"mà còn để con đường xuống cấp thê thảm, có phải là góp thêm phần","min con dièi' con dèi'ng xuan'ng şi'ng thich'm, s phu'ch' appi' thien phu'c'i",0.671875
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/26.jpg,"làm xấu đi môi trường đầu tư của thành phố hay không, và cũng",bon xin ti/ mi mua/ dài tiên cua? Chúc phù hè hay hẹn/ mi cung,0.6065573770491803
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/27.jpg,đồng nghĩa với việc mất đi bao nhiêu cơ hội làm việc và cải thiện cuộc sống,hợi nghĩa nói việc mới đã bao nhiêu vì hơn bốn việc và cả nhiều việc này.,0.36
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/28.jpg,của người lao động - đồng bào - hay không?,ou a' ngu'di bòsìrìy - dòrìy bòsì - hìy thàrìy?,0.6904761904761905
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/29.jpg,"Chúng ta "" hoan nghênh và biểu dương những việc làm tốt của công nhân",chuyện là có hơn nghènh vì nên Chương chuyện nói là là là là là là là là là là là là là là là là là là là là,1.1304347826086956
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/30.jpg,"xây dựng trong việc thông tin, phản ánh sai phạm của công trình đường",xiey ding hong yue is the major singing problem and you phonem can't join in this thing.,0.7971014492753623
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/31.jpg,"liên cảng A5 "", nhưng chắc là không có hình thức hoan nghênh và biểu","her song AS 2), many that is, many is what the author regards in their",0.7205882352941176
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/32.jpg,dương nào thiết thực hơn đối với anh Đại và những đồng nghiệp là xử lý ngay,"many units, there has been such a lot of rain in many days during the last few years.",0.84
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/33.jpg,những sai phạm (đã rõ mười mươi) và có biện pháp hữu hiệu khắc phục,những mối quan hệ con mình (và cả liên hệ pháp luận liên hệ thời gian),0.6716417910447762
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/34.jpg,những sai phạm đó. Có như vậy niềm tin vào lẽ phải mới được khôi phục,ending! Mai làm đi - có những ngày làm - gần như là phải mất đi chút phải.,0.5652173913043478
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/35.jpg,và người dân sẽ không còn phải đặt cược cho niềm tin của mình.,"a singular don't let them come here, they don't care who wins, it's just me.",0.8387096774193549
